symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,perChange365d,perChange30d
ABFRL,ABFRLEQN,214.5,219.75,211.25,211.6,214.2,-2.6,-1.21,359.5,184.4,3085794,662026244.76,25-Oct-2023 15:58:13,-36.26,-0.16
IOC,IOCEQN,88.45,89.2,86.8,87.55,87.95,-0.4,-0.45,101.45,67.2,9057651,795624063.84,25-Oct-2023 15:59:53,29.24,-4.66
BHEL,BHELEQN,118.05,120.25,114.05,116.25,117.75,-1.5,-1.27,148.9,65.8,20235803,2370017247.36,25-Oct-2023 15:59:48,77.74,-5.35
TVSMOTOR,TVSMOTOREQN,1585.35,1608.45,1570,1578,1585.25,-7.25,-0.46,1617.3,967.55,890501,1416555560.74,25-Oct-2023 15:55:07,38.32,6.1
GODREJCP,GODREJCPEQN,982.75,990,972.8,976,980.85,-4.85,-0.49,1102.05,793.85,720572,705778656.84,25-Oct-2023 15:55:07,19.57,-0.54
PAYTM,PAYTMEQN,927.05,937.4,885.2,911.45,923.7,-12.25,-1.33,998.3,438.35,4787552,4368641200,25-Oct-2023 15:59:52,44.89,8.67
LAURUSLABS,LAURUSLABSEQN,363,368.1,351.7,357.45,362.4,-4.95,-1.37,482.65,278.85,3930630,1408501954.1999998,25-Oct-2023 15:58:23,-24.47,-6.26
CANBK,CANBKEQN,360,360.85,349.15,353.45,355.55,-2.1,-0.59,386.5,266.8,6278105,2232808043.25,25-Oct-2023 15:58:50,31.44,-7.15
LICI,LICIEQN,620,623.6,608.55,613.5,617.45,-3.95,-0.64,754.25,530.05,1094888,674067797.1999999,25-Oct-2023 15:59:50,2.94,-5.2
NAVINFLUOR,NAVINFLUOREQN,3498.2,3542.65,3454,3477,3530.25,-53.25,-1.51,4950,3454,237988,831182609.52,25-Oct-2023 15:58:03,-20.25,-21.01
BANKBARODA,BANKBARODAEQN,195.9,198.25,193.7,193.95,195.2,-1.25,-0.64,219.65,142.5,14959554,2932371775.08,25-Oct-2023 15:59:35,35.13,-9.36
TATACHEM,TATACHEMEQN,980,992,962,963,978.5,-15.5,-1.58,1199.9,876.8,729081,711794489.49,25-Oct-2023 15:59:44,-15.41,-5.53
TATAPOWER,TATAPOWEREQN,239.85,241.65,233.15,236.7,238.25,-1.55,-0.65,276.5,182.35,9555885,2269522687.5,25-Oct-2023 15:59:58,8.79,-7.33
DEEPAKNTR,DEEPAKNTREQN,2022,2030,1960.45,1987,2019.15,-32.15,-1.59,2372.7,1730,332507,660874287.85,25-Oct-2023 15:58:33,-9.73,-5.13
OIL,OILEQN,308.8,314.8,300,302.3,307.4,-5.1,-1.66,339.4,186.55,1654323,506537159.37,25-Oct-2023 15:56:34,58.82,10.68
ADANIGREEN,ADANIGREENEQN,881,899,863.75,874.9,880.8,-5.9,-0.67,2258.8,439.1,464127,409768445.76,25-Oct-2023 15:59:09,-58.48,-13.55
PATANJALI,PATANJALIBEN,1267,1283,1224.1,1240,1261.5,-21.5,-1.7,1462,853.5,148436,184851803.88,25-Oct-2023 15:57:10,-11.8,-1.74
MOTHERSON,MOTHERSONEQN,94.2,94.25,91,92.1,92.8,-0.7,-0.75,103.4,61.8,5223387,481805216.88,25-Oct-2023 15:59:50,47.77,-3.48
BANKINDIA,BANKINDIAEQN,91.7,94.6,88.5,89.2,90.8,-1.6,-1.76,113.8,50.5,19966700,1823159377,25-Oct-2023 15:59:56,77.17,-16.85
DLF,DLFEQN,535,540.55,525.25,528.65,532.95,-4.3,-0.81,576.75,336.5,1695789,902651526.81,25-Oct-2023 15:57:27,44.96,3.17
YESBANK,YESBANKEQN,16.4,16.7,15.85,16.05,16.35,-0.3,-1.83,24.75,14.4,156556497,2542477511.2799997,25-Oct-2023 15:59:58,3.81,-7.37
GAIL,GAILEQN,121.55,121.8,117.95,119.75,120.8,-1.05,-0.87,132.45,85.8,9531434,1141389221.5,25-Oct-2023 15:58:47,39.17,-0.7
MSUMI,MSUMIEQN,61.85,62.2,59.4,60.05,61.45,-1.4,-2.28,71.15,45.15,5088000,307773120,25-Oct-2023 15:59:10,-29.25,-3.61
SHREECEM,SHREECEMEQN,25649,25990.9,25447.3,25475,25704.1,-229.1,-0.89,27298.95,20998.35,39909,1026156570.6899999,25-Oct-2023 15:43:36,22.14,-0.91
TORNTPOWER,TORNTPOWEREQN,716.3,725,699,706,722.9,-16.9,-2.34,760.9,430.85,154306,109569604.48,25-Oct-2023 15:50:30,48.82,1.67
IRFC,IRFCEQN,73.4,74.9,68,70.35,72.2,-1.85,-2.56,92.35,21.45,67364514,4807131719.04,25-Oct-2023 15:59:36,234.26,-3.86
BOSCHLTD,BOSCHLTDEQN,19825.55,20136,19608,19630.2,19825.6,-195.4,-0.99,20932.1,15543,22214,438569669.15999997,25-Oct-2023 15:58:44,26.9,3.69
PIDILITIND,PIDILITINDEQN,2360.5,2363.4,2321.3,2326.4,2351,-24.6,-1.05,2796,2250.05,223852,522931703.12,25-Oct-2023 15:59:44,-11.06,-6.62
JSWENERGY,JSWENERGYEQN,380.05,382.3,347.5,366.5,376.35,-9.85,-2.62,449,204.65,12466358,4505840435.5199995,25-Oct-2023 15:59:02,18.87,-10.84
LALPATHLAB,LALPATHLABEQN,2436,2453.85,2353.55,2375.7,2442.4,-66.7,-2.73,2684.65,1762.05,177918,430440575.76000005,25-Oct-2023 15:58:33,-4.25,4.39
BEL,BELEQN,132.5,134.65,129.25,131.2,132.7,-1.5,-1.13,147.15,87,10225867,1349916702.6699998,25-Oct-2023 15:59:49,26.62,-2.46
HAVELLS,HAVELLSEQN,1287.35,1301.25,1262.6,1269,1284.8,-15.8,-1.23,1465.85,1024.5,1025370,1310412606.3,25-Oct-2023 15:58:04,9.26,-7.74
CGPOWER,CGPOWEREQN,389,394,367.95,373.3,384,-10.7,-2.79,459.7,246.1,2423091,907520272.2299999,25-Oct-2023 15:57:41,50.03,-12.83
IRCTC,IRCTCEQN,667.25,673,651.1,657.4,666.2,-8.8,-1.32,774.9,557.1,1305923,864795269.83,25-Oct-2023 15:59:55,-10.43,0.43
LODHA,LODHAEQN,777.5,783.95,751,756.5,783.5,-27,-3.45,829.4,355.5,1419305,1083667753.6,25-Oct-2023 15:59:54,-24.09,5.79
AWL,AWLEQN,328,332.5,318,320.8,325.2,-4.4,-1.35,730,318,1031276,334277802.64,25-Oct-2023 15:58:51,-52.76,-5.13
RVNL,RVNLEQN,160,162.35,147.05,151.75,157.75,-6,-3.8,199.25,36.3,22285809,3433797450.7200003,25-Oct-2023 15:59:56,324.63,-5.45
SRF,SRFEQN,2178.75,2195.75,2140,2141,2172.65,-31.65,-1.46,2639.7,2040,295526,638401175.7199999,25-Oct-2023 15:59:58,-14.71,-4.06
BDL,BDLEQN,970,980,900,932.95,969.9,-36.95,-3.81,1278,787,906712,846832739.52,25-Oct-2023 15:58:36,0.7,-3.43
HAL,HALEQN,1845,1872.2,1782.55,1817.8,1845.3,-27.5,-1.49,2085,1150,1625270,2961388214.2999997,25-Oct-2023 15:59:26,-23.59,-52.32
MAZDOCK,MAZDOCKEQN,1936.1,1982.9,1824.05,1852.75,1935.55,-82.8,-4.28,2484.7,612,1351108,2565646003.36,25-Oct-2023 15:59:26,202.67,-12.03
ICICIGI,ICICIGIEQN,1399.1,1410.25,1371.05,1378,1399.05,-21.05,-1.5,1423.3,1049.05,511978,712284272.72,25-Oct-2023 15:49:19,21.66,4.12
BERGEPAINT,BERGEPAINTEQN,572.05,578.55,560.85,560.9,570.5,-9.6,-1.68,679.75,439.29,1591076,903826632.56,25-Oct-2023 15:59:43,-3.31,-14.76
CHOLAFIN,CHOLAFINEQN,1166,1172.85,1131.4,1147,1167.25,-20.25,-1.73,1272.9,658,1758063,2024778737.73,25-Oct-2023 15:51:56,63.65,-1.76
PIIND,PIINDEQN,3406,3435.65,3321,3340,3406,-66,-1.94,4011.15,2868.9,293489,987405586.93,25-Oct-2023 15:59:01,9.1,-0.28
ADANIENSOL,ADANIENSOLEQN,740,750.95,712.65,719,735.8,-16.8,-2.28,3385,631.5,455111,333045678.69,25-Oct-2023 15:59:16,-,-12.31
SHRIRAMFIN,SHRIRAMFINEQN,1871.55,1886.85,1792,1818,1880,-62,-3.3,1971.8,1185.2,1369841,2517849948.46,25-Oct-2023 15:56:19,-,-0.58
ATGL,ATGLEQN,573,579.4,548.15,552,573.15,-21.15,-3.69,4000,548.15,2129935,1196086298.6,25-Oct-2023 15:59:42,-82.46,-9.97
BAJAJHLDNG,BAJAJHLDNGEQN,7099.1,7128.9,6800.35,6834.35,7099.05,-264.7,-3.73,7640,5560.15,28693,198865731.33,25-Oct-2023 15:51:07,9.71,-3.18
VBL,VBLEQN,921,922,876.25,880,922.75,-42.75,-4.63,979,509.98,3644050,3257051890,25-Oct-2023 15:59:59,-10.39,0.49
NIFTY 200,NIFTY 200,10275.4,10310.55,10145.05,10185.75,10266.15,-80.39999999999964,-0.78,10785.6,8767.55,1339319004,402475532510.77,25-Oct-2023 16:00:00,9.35,-2.33
NIFTY MIDCAP 150,NIFTY MIDCAP 150,14606.75,14653.05,14326.5,14470.25,14557.1,-86.85000000000036,-0.6,15599.05,11016.5,979466578,150541709545.14,25-Oct-2023 16:00:00,24.39,-2.79
GICRE,GICREEQN,216.9,223.6,215.85,222.5,215.75,6.75,3.13,239.5,119.4,889051,196204665.19,25-Oct-2023 15:55:46,76.84,-4.39
MAHABANK,MAHABANKEQN,40.7,42.4,39.5,41.45,40.35,1.1,2.73,51.9,19.75,69044943,2844651651.6000004,25-Oct-2023 15:59:50,99.26,-13.97
AIAENG,AIAENGEQN,3400,3478,3340.05,3476,3407.7,68.3,2,3824,2383.5,40029,136253111.94,25-Oct-2023 15:46:17,30.81,-2.41
EMAMILTD,EMAMILTDEQN,497,514.95,497,506.4,497.05,9.35,1.88,583.25,340.55,497796,252228255.24,25-Oct-2023 15:54:49,3.2,-3.91
WHIRLPOOL,WHIRLPOOLEQN,1651.75,1670,1621,1670,1643.55,26.45,1.61,1733,1217.25,97634,160442928.54,25-Oct-2023 15:55:35,2.23,-1.23
PFIZER,PFIZEREQN,3911,4050.1,3838,3980,3928.75,51.25,1.3,4660,3408,20597,81179162.07,25-Oct-2023 15:59:58,-9.64,1.84
TRIDENT,TRIDENTEQN,33.65,34.65,32.9,33.95,33.65,0.3,0.89,43.75,25.05,9188545,310756591.9,25-Oct-2023 15:59:59,-6.14,-10.98
SUPREMEIND,SUPREMEINDEQN,4328,4455,4191.05,4360,4322.05,37.95,0.88,4888,1952.2,202808,876045380.64,25-Oct-2023 15:56:29,110.59,5.22
JSL,JSLEQN,454.9,464.2,445.1,456.1,452.95,3.15,0.7,541,133.2,1401008,636660065.44,25-Oct-2023 15:59:17,235.77,-0.86
SCHAEFFLER,SCHAEFFLEREQN,2970,3027,2952.05,2985,2965,20,0.67,3726.05,2555.55,41319,123162848.82000001,25-Oct-2023 15:58:49,-3.88,-4.97
STARHEALTH,STARHEALTHEQN,584.2,591.8,582.4,590,586.5,3.5,0.6,735,481.55,198468,116518578.12,25-Oct-2023 15:48:09,-19.09,-0.31
SKFINDIA,SKFINDIAEQN,5048.2,5094.7,4977.4,5034.7,5023.05,11.65,0.23,5534.95,3960.1,11066,55629113.98,25-Oct-2023 15:46:17,11.32,-1.86
MANYAVAR,MANYAVAREQN,1298.6,1319.2,1285,1300,1297.4,2.6,0.2,1478,1058.05,142129,184889930.94,25-Oct-2023 15:59:24,-10.06,-3.34
GODREJIND,GODREJINDEQN,617.75,643,612.2,618,617.75,0.25,0.04,733.7,395,242016,151741611.84,25-Oct-2023 15:59:09,42.27,10.02
AJANTPHARM,AJANTPHARMEQN,1734.4,1745.65,1692.1,1724.95,1725.75,-0.8,-0.05,1904.45,1111.6,122518,210598640.56,25-Oct-2023 15:45:56,38.97,1.16
VINATIORGA,VINATIORGAEQN,1789.9,1795.7,1772.05,1777,1779.3,-2.3,-0.13,2195,1692.55,17263,30726413.700000003,25-Oct-2023 15:57:04,-11.49,-3.59
KANSAINER,KANSAINEREQN,318.95,321.05,314.4,318.5,318.95,-0.45,-0.14,354,249.1,229516,73165110.47999999,25-Oct-2023 15:59:49,-33.5,-1.09
HONAUT,HONAUTEQN,37210.15,37750,37001.05,37300,37371.85,-71.85,-0.19,44150,34343.4,2426,90585772.55999999,25-Oct-2023 15:58:07,-1.55,-8.51
UNOMINDA,UNOMINDAEQN,585.95,589.65,565.05,577,578.2,-1.2,-0.21,660.9,435,314940,180520458.60000002,25-Oct-2023 15:58:55,6.8,-3.31
GLAXO,GLAXOEQN,1483.75,1488.95,1454,1460,1463.8,-3.8,-0.26,1624,1227,103120,150991397.6,25-Oct-2023 15:57:54,6.59,-6.2
3MINDIA,3MINDIAEQN,29615,29899.55,28920.85,29301,29390.05,-89.05,-0.3,33250,21300.45,2330,68558712.2,25-Oct-2023 15:47:52,26.86,-6.06
RELAXO,RELAXOEQN,896.1,907.2,879.75,887.5,891.6,-4.1,-0.46,987.55,748,75973,67488335.36,25-Oct-2023 15:58:08,-9.12,-2.54
ZFCVINDIA,ZFCVINDIAEQN,15423.4,15483.85,15207.05,15340,15426.85,-86.85,-0.56,16766,8638.55,2543,38982308.18,25-Oct-2023 15:50:30,54.32,-0.24
PHOENIXLTD,PHOENIXLTDEQN,1775.05,1807.25,1750.25,1791,1801.8,-10.8,-0.6,2060,1186.4,239368,426730908.32,25-Oct-2023 15:56:52,26.76,-1.62
AARTIIND,AARTIINDEQN,458,461.45,445.9,453.45,456.25,-2.8,-0.61,744.7,445,1176147,533300334.21,25-Oct-2023 15:59:39,-33.59,-8.61
CARBORUNIV,CARBORUNIVEQN,1099.85,1106.95,1068,1095,1101.8,-6.8,-0.62,1304.9,788.15,92966,100666373.77999999,25-Oct-2023 15:58:47,29.4,-7.51
SUNDARMFIN,SUNDARMFINEQN,3200,3242,3124.25,3160.3,3180.1,-19.8,-0.62,3330,2172,22359,70885184.88000001,25-Oct-2023 15:58:10,33.49,6.67
ISEC,ISECEQN,657.7,665.55,636.85,650,654.25,-4.25,-0.65,697,416.3,323670,210022989.6,25-Oct-2023 15:58:46,28.3,6.65
GMRINFRA,GMRINFRAEQN,54,55.6,53.1,53.9,54.3,-0.4,-0.74,66.75,34.55,4699445,255367841.3,25-Oct-2023 15:56:37,55.59,-7.26
ATUL,ATULEQN,6395,6449,6271,6337.6,6391.3,-53.7,-0.84,8947.85,6271,75668,479613294.52000004,25-Oct-2023 15:50:32,-23.73,-9.44
SUNDRMFAST,SUNDRMFASTEQN,1296.2,1305.2,1273.2,1285,1296.25,-11.25,-0.87,1340.7,878.3,353998,455740565.18,25-Oct-2023 15:59:23,43.98,5.59
THERMAX,THERMAXEQN,2929.95,2999.85,2880.5,2900,2926.3,-26.3,-0.9,3230,1830.65,27308,80304089.44,25-Oct-2023 15:58:32,38.5,-1.68
BAYERCROP,BAYERCROPEQN,5023.6,5030.6,4909,4967.9,5014.65,-46.75,-0.93,5548,3920.45,7741,38398998.27,25-Oct-2023 15:56:27,6.77,-7.03
METROBRAND,METROBRANDEQN,1203.95,1238.55,1190.15,1193.3,1205,-11.7,-0.97,1298.8,736.05,163008,198168825.6,25-Oct-2023 15:51:56,35.77,10.45
TIMKEN,TIMKENEQN,2995,3020,2930,2950,2983.1,-33.1,-1.11,3758,2645,21547,63847208.519999996,25-Oct-2023 15:59:26,0.04,-3.5
KPRMILL,KPRMILLEQN,792.7,814.4,758.2,786.95,795.95,-9,-1.13,838.25,479.45,370991,291502468.34,25-Oct-2023 15:56:14,44.85,9.12
NIACL,NIACLEQN,139.65,144.7,134.55,136.95,138.55,-1.6,-1.15,154.65,84.65,1026184,141993080.08,25-Oct-2023 15:46:32,61.01,0.25
KAJARIACER,KAJARIACEREQN,1232,1236.9,1202.1,1207,1222,-15,-1.23,1523.8,1006.5,210153,255592281.66,25-Oct-2023 15:58:39,10.13,-8.52
HINDZINC,HINDZINCEQN,305.95,307.9,296.6,299.6,303.45,-3.85,-1.27,383,280.55,512926,154113745.95999998,25-Oct-2023 15:59:09,7.13,-3.3
GRINDWELL,GRINDWELLEQN,2077.6,2087.8,2005.15,2049.95,2077.6,-27.65,-1.33,2495,1720.25,41064,83504875.92,25-Oct-2023 15:51:43,1.55,-0.67
SOLARINDS,SOLARINDSEQN,5197.75,5219.65,5065.05,5101,5171.9,-70.9,-1.37,5438.75,3453.35,31905,162628399.35000002,25-Oct-2023 15:50:30,29.73,11.93
ENDURANCE,ENDURANCEEQN,1630,1630,1580,1599,1622.2,-23.2,-1.43,1750.95,1179,62903,101034798.60000001,25-Oct-2023 15:59:21,19.6,1.18
BLUEDART,BLUEDARTEQN,6635,6684.95,6485,6531,6634.5,-103.5,-1.56,8444,5631.75,10093,66190701.44,25-Oct-2023 15:50:08,-21.3,-2.29
LINDEINDIA,LINDEINDIAEQN,6156.75,6250,6001,6020,6124.6,-104.6,-1.71,6790,2933,63635,387320791,25-Oct-2023 15:54:09,96.89,3.27
CRISIL,CRISILEQN,4025.1,4045.05,3907,3930,4025.05,-95.05,-2.36,4284.3,2725,31620,124753864.19999999,25-Oct-2023 15:56:10,35.63,4.42
JKCEMENT,JKCEMENTEQN,3191.8,3215.95,3076.55,3100,3175.1,-75.1,-2.37,3476.4,2540,58556,183187175.95999998,25-Oct-2023 15:53:47,18.45,0.61
RAJESHEXPO,RAJESHEXPOEQN,436.6,438.65,417.05,417.9,431.7,-13.8,-3.2,1029.7,417.05,1216681,518172271.09,25-Oct-2023 15:59:32,-35.57,-15.48
SUMICHEM,SUMICHEMEQN,402.25,406.2,381.65,383.95,401.65,-17.7,-4.41,540.8,381.65,1015645,393217118.20000005,25-Oct-2023 15:57:53,-23.63,-3.66
NIFTY SMLCAP 100,NIFTY SMLCAP 100,12554.85,12645.85,12266,12433.5,12463.9,-30.399999999999636,-0.24,13148.3,8682,724947628,89047644058.96,25-Oct-2023 16:00:00,27.93,-0.1
AMBER,AMBEREQN,2895.25,3009,2826.05,2960,2793.9,166.1,5.95,3149.9,1762.5,870433,2566419474.52,25-Oct-2023 15:51:46,31.98,-5.84
BSE,BSEEQN,1750,1828,1695.1,1784,1707.15,76.85,4.5,1828,406.2,4826023,8593988717.48,25-Oct-2023 15:59:51,189.52,42.7
TTML,TTMLEQN,88,92.55,86.4,88.1,85.2,2.9,3.4,109.1,49.65,9335427,831973254.24,25-Oct-2023 15:58:58,-,-14.46
CENTRALBK,CENTRALBKEQN,43.4,44.8,41.6,43.35,42.55,0.8,1.88,56,19.8,41386855,1795775638.45,25-Oct-2023 15:58:57,112.75,-16.32
DEEPAKFERT,DEEPAKFERTEQN,617,628.25,608,621.8,610.8,11,1.8,1044.6,512.4,674099,416431398.24,25-Oct-2023 15:59:25,-39.91,-2.15
ELGIEQUIP,ELGIEQUIPEQN,480,491,469.75,485,477,8,1.68,623,357.95,140012,67508185.92,25-Oct-2023 15:56:41,-5.62,-6.39
NBCC,NBCCEQN,63.05,65.3,61.2,63.4,62.4,1,1.6,74.35,30.95,68858472,4351855430.400001,25-Oct-2023 15:59:47,91.12,7.03
INTELLECT,INTELLECTEQN,639,651,628.6,645.4,635.8,9.6,1.51,747,388.65,304375,196017500,25-Oct-2023 15:58:45,24.25,-11.6
CENTURYTEX,CENTURYTEXEQN,1055,1086.3,1046.45,1076.9,1061.85,15.05,1.42,1223.15,588,281374,299705516.1,25-Oct-2023 15:54:50,27,-2.27
KARURVYSYA,KARURVYSYAEQN,140.45,144.6,139.85,142.1,140.45,1.65,1.17,152,90.2,2546858,362392424.82,25-Oct-2023 15:56:38,53.67,3.61
HUDCO,HUDCOEQN,73.9,75.3,70.5,73.9,73.15,0.75,1.03,95.9,35.65,17494664,1279559724.96,25-Oct-2023 15:59:36,103.48,-14.74
MCX,MCXEQN,2265.5,2282.95,2205.1,2233.5,2212.7,20.8,0.94,2417.2,1285.05,1642001,3681809582.27,25-Oct-2023 15:55:48,61.62,24.06
HAPPSTMNDS,HAPPSTMNDSEQN,820,825.25,801.8,818.95,811.35,7.6,0.94,1023,763.25,256656,208851253.44,25-Oct-2023 15:59:09,-18.59,-11
IIFL,IIFLEQN,612.7,638,612,618.4,612.7,5.7,0.93,703.4,356.1,721735,452210281.59999996,25-Oct-2023 15:59:59,69.61,6.4
BALRAMCHIN,BALRAMCHINEQN,406.9,420.6,403.55,406.4,402.75,3.65,0.91,462,307.3,1937677,798594198.78,25-Oct-2023 15:58:58,19.92,-2.79
CEATLTD,CEATLTDEQN,2126.05,2159.5,2086.35,2099.75,2083.35,16.4,0.79,2642,1357,318924,676112501.52,25-Oct-2023 15:57:43,37.44,-2.46
SJVN,SJVNEQN,66.75,68.6,63.7,66.75,66.35,0.4,0.6,83.65,30.4,44740197,2971643884.7400002,25-Oct-2023 15:59:49,104.78,-8.17
MEDPLUS,MEDPLUSEQN,805,813.8,795.1,806,801.25,4.75,0.59,978,548.25,151638,121944246.83999999,25-Oct-2023 15:53:56,33.64,2.26
JYOTHYLAB,JYOTHYLABEQN,357.95,362.75,345.45,351.85,350.95,0.9,0.26,411.7,180.15,452087,159772066.67000002,25-Oct-2023 15:52:12,78.24,0.54
NSLNISP,NSLNISPEQN,41.5,42.95,40.15,41.15,41.15,0,0,59.75,29.75,12617603,524387580.68,25-Oct-2023 15:58:54,-,-19.94
VIPIND,VIPINDEQN,618.75,629.85,595.4,617.5,618.25,-0.75,-0.12,765,548.95,620138,381267043.78,25-Oct-2023 15:59:04,-14.21,-6.4
JKLAKSHMI,JKLAKSHMIEQN,662.9,671.35,657.1,658.15,661.35,-3.2,-0.48,896.9,531.55,114600,75854886,25-Oct-2023 15:53:48,23.18,2.62
LATENTVIEW,LATENTVIEWEQN,411.1,417.05,400.05,407.8,409.85,-2.05,-0.5,466.45,310.45,585094,239578440.18,25-Oct-2023 15:58:29,13.78,-1.77
KRBL,KRBLEQN,367,385,353.15,358.7,361.35,-2.65,-0.73,470.9,319.5,439187,159209679.37,25-Oct-2023 15:59:09,-7.87,-10.23
BIRLACORPN,BIRLACORPNEQN,1217.05,1232.85,1183.85,1200.95,1211,-10.05,-0.83,1339.8,843.15,59893,72144113.14999999,25-Oct-2023 15:49:57,31.55,3.82
ZENSARTECH,ZENSARTECHEQN,479.5,491.05,461.15,476.25,480.3,-4.05,-0.84,577.7,201.5,1218300,581238747,25-Oct-2023 15:55:07,124.75,-7.09
AFFLE,AFFLEEQN,1045,1045,1007.05,1026,1036,-10,-0.97,1300,866.5,267884,274248923.84,25-Oct-2023 15:59:10,-12.97,-4.15
GRANULES,GRANULESEQN,333.65,335.05,325.55,328.9,332.6,-3.7,-1.11,381,267.75,607043,200208851.83,25-Oct-2023 15:59:04,-3.17,-1.25
CREDITACC,CREDITACCEQN,1514.4,1526.6,1463.05,1490,1507.4,-17.4,-1.15,1561.95,834.1,794131,1185542287.28,25-Oct-2023 15:52:33,52.71,16.7
NATCOPHARM,NATCOPHARMEQN,815,820,793.1,797,806.8,-9.8,-1.21,928,502,262672,211448333.28,25-Oct-2023 15:58:47,35.85,-4.99
JUBLINGREA,JUBLINGREAEQN,442,451.95,429.15,435.95,441.7,-5.75,-1.3,592.6,350.45,178289,78554133.4,25-Oct-2023 15:59:09,-17.61,-6.27
AAVAS,AAVASEQN,1573,1596.45,1540.1,1550,1572.2,-22.2,-1.41,2078.35,1335.5,107465,166773858.85000002,25-Oct-2023 15:56:32,-21.82,-4.91
FSL,FSLEQN,159.9,161.85,152.75,157.35,159.9,-2.55,-1.59,176,96.25,1997491,313666011.73,25-Oct-2023 15:58:58,53.97,-1.3
LXCHEM,LXCHEMEQN,266.1,270.55,254.1,259,263.3,-4.3,-1.63,329.05,220.5,785033,204775858.05,25-Oct-2023 15:58:46,-19.47,-8.37
EQUITASBNK,EQUITASBNKEQN,96.25,97.85,91.9,92.75,94.3,-1.55,-1.64,101.9,47.55,5377611,508506896.16,25-Oct-2023 15:59:08,96.87,11.01
EASEMYTRIP,EASEMYTRIPEQN,39.5,40.5,37.95,38.35,39,-0.65,-1.67,416.5,37,15670589,614600500.5799999,25-Oct-2023 15:59:18,-90.18,-8.77
CANFINHOME,CANFINHOMEEQN,740.45,746.2,717,720.45,736.15,-15.7,-2.13,909.8,486.4,807717,586297538.79,25-Oct-2023 15:55:09,40.29,-3.33
BALAMINES,BALAMINESEQN,2101.3,2121.75,2046.35,2055.3,2101.3,-46,-2.19,3148.15,1880,42016,87492017.6,25-Oct-2023 15:59:53,-31.93,-5.91
GRAPHITE,GRAPHITEEQN,462.1,470,435,450.05,460.5,-10.45,-2.27,547,251.7,836375,378442960,25-Oct-2023 15:56:43,27.92,-6.78
RITES,RITESEQN,465.5,474,440.1,456.75,467.4,-10.65,-2.28,584,305.6,993235,453670018.59999996,25-Oct-2023 15:58:23,27.03,-4.58
METROPOLIS,METROPOLISEQN,1484.95,1498.25,1431.5,1436.6,1482.4,-45.8,-3.09,1791.2,1171.35,263285,386673515.25,25-Oct-2023 15:59:02,-6.32,4.56
KEC,KECEQN,628.25,631.2,597,608,628.25,-20.25,-3.22,747.7,405.3,400487,245146102.44,25-Oct-2023 15:56:06,48.24,-4.22
PRAJIND,PRAJINDEQN,538.6,551.75,513.35,520.2,538.4,-18.2,-3.38,614.65,298.65,1707804,900456737.04,25-Oct-2023 15:58:05,23.83,-5.34
AEGISCHEM,AEGISCHEMEQN,308.65,308.65,292,292,303.65,-11.65,-3.84,410.5,292,339254,101023056.11999999,25-Oct-2023 15:58:42,1.44,-8.44
APARINDS,APARINDSEQN,5199.6,5298,4927.55,4994,5197.4,-203.4,-3.91,6019.85,1352.2,126214,639554105.08,25-Oct-2023 15:53:50,250.5,-1.49
TRITURBINE,TRITURBINEEQN,346.9,360,326.1,331.95,346.15,-14.2,-4.1,456.6,241.6,1038303,352223526.69,25-Oct-2023 15:58:48,22.06,-15.79
BLS,BLSEQN,246.1,249.7,234,235.5,245.85,-10.35,-4.21,302,149.65,2326779,559590349.5,25-Oct-2023 15:59:51,-26.4,-7.17
NLCINDIA,NLCINDIAEQN,128.95,129.3,120.8,122.5,128.2,-5.7,-4.45,147.6,69.7,3096646,384386667.97999996,25-Oct-2023 15:57:44,79.93,-1.31
COCHINSHIP,COCHINSHIPEQN,979.05,997.1,908,930,975.25,-45.25,-4.64,1258.5,410.4,2104299,1988899242.84,25-Oct-2023 15:59:46,88.49,-2.68
DATAPATTNS,DATAPATTNSEQN,1949.05,1954.05,1810,1840,1949.05,-109.05,-5.6,2485,996.35,264194,491435185.22,25-Oct-2023 15:59:23,45.76,-5.93
NIFTY SMLCAP 250,NIFTY SMLCAP 250,12003.75,12080.3,11703.65,11853.7,11930.4,-76.69999999999891,-0.64,12590.45,8492.4,1019463836,141898200062.47,25-Oct-2023 16:00:00,27.27,-0.9
ASTERDM,ASTERDMEQN,332.45,371.25,329.6,355,330.55,24.45,7.4,371.25,201.3,915508,322267971.08,25-Oct-2023 15:59:28,33.74,-0.05
MAPMYINDIA,MAPMYINDIAEQN,1900,1989,1872,1968,1891.15,76.85,4.06,2274.95,984.05,299329,582108099.59,25-Oct-2023 15:58:35,39.95,12.2
SFL,SFLEQN,1076.25,1131,1065,1118,1076,42,3.9,1474,906.6,94608,102990268.8,25-Oct-2023 15:59:11,-60.51,-2.73
SWANENERGY,SWANENERGYEQN,307.9,315.8,295.3,314,303.3,10.7,3.53,379,192.65,14442031,4364815029.13,25-Oct-2023 15:59:50,44.91,1.59
MOTILALOFS,MOTILALOFSEQN,967.7,967.7,902.05,952.2,921.65,30.55,3.31,1039.65,551.25,562894,524437081.91999996,25-Oct-2023 15:59:44,27.56,7.85
